sg_uf,nm_municipio,nr_candidato,qt_votos_nominais,dt_carga
MA,ITAPECURU MIRIM,13,26603,2022-11-25 18:45:37
MA,ITAPECURU MIRIM,22,6812,2022-11-25 18:45:37
MA,ITINGA DO MARANHÃO,13,7017,2022-11-25 18:45:37
MA,ITINGA DO MARANHÃO,22,6221,2022-11-25 18:45:37
MA,JATOBÁ,13,4094,2022-11-25 18:45:37
MA,JATOBÁ,22,864,2022-11-25 18:45:37
MA,JENIPAPO DOS VIEIRAS,13,7576,2022-11-25 18:45:37
MA,JENIPAPO DOS VIEIRAS,22,1911,2022-11-25 18:45:37
MA,JOSELÂNDIA,13,7196,2022-11-25 18:45:37
MA,JOSELÂNDIA,22,1936,2022-11-25 18:45:37
MA,JOÃO LISBOA,13,10457,2022-11-25 18:45:37
MA,JOÃO LISBOA,22,5830,2022-11-25 18:45:37
MA,JUNCO DO MARANHÃO,13,2879,2022-11-25 18:45:37
MA,JUNCO DO MARANHÃO,22,681,2022-11-25 18:45:37
MA,LAGO DA PEDRA,13,15009,2022-11-25 18:45:37
MA,LAGO DA PEDRA,22,10528,2022-11-25 18:45:37
MA,LAGO DO JUNCO,13,4796,2022-11-25 18:45:37
MA,LAGO DO JUNCO,22,1453,2022-11-25 18:45:37
MA,LAGO DOS RODRIGUES,13,4858,2022-11-25 18:45:37
MA,LAGO DOS RODRIGUES,22,1475,2022-11-25 18:45:37
MA,LAGO VERDE,13,7534,2022-11-25 18:45:37
MA,LAGO VERDE,22,1515,2022-11-25 18:45:37
MA,LAGOA DO MATO,13,5252,2022-11-25 18:45:37
MA,LAGOA DO MATO,22,799,2022-11-25 18:45:37
MA,LAGOA GRANDE DO MARANHÃO,13,5725,2022-11-25 18:45:37
MA,LAGOA GRANDE DO MARANHÃO,22,1516,2022-11-25 18:45:37
MA,LAJEADO NOVO,13,2876,2022-11-25 18:45:37
MA,LAJEADO NOVO,22,1946,2022-11-25 18:45:37
MA,LIMA CAMPOS,13,5599,2022-11-25 18:45:37
MA,LIMA CAMPOS,22,2548,2022-11-25 18:45:37
MA,LORETO,13,4891,2022-11-25 18:45:37
MA,LORETO,22,1408,2022-11-25 18:45:37
MA,LUÍS DOMINGUES,13,2859,2022-11-25 18:45:37
MA,LUÍS DOMINGUES,22,1311,2022-11-25 18:45:37
MA,MAGALHÃES DE ALMEIDA,13,7079,2022-11-25 18:45:37
MA,MAGALHÃES DE ALMEIDA,22,2051,2022-11-25 18:45:37
MA,MARACAÇUMÉ,13,7203,2022-11-25 18:45:37
MA,MARACAÇUMÉ,22,3174,2022-11-25 18:45:37
MA,MARAJÁ DO SENA,13,3443,2022-11-25 18:45:37
MA,MARAJÁ DO SENA,22,977,2022-11-25 18:45:37
MA,MARANHÃOZINHO,13,4697,2022-11-25 18:45:37
MA,MARANHÃOZINHO,22,1087,2022-11-25 18:45:37
MA,MATA ROMA,13,9421,2022-11-25 18:45:37
MA,MATA ROMA,22,2172,2022-11-25 18:45:37
MA,MATINHA,13,11061,2022-11-25 18:45:37
MA,MATINHA,22,3329,2022-11-25 18:45:37
MA,MATÕES,13,15523,2022-11-25 18:45:37
MA,MATÕES,22,2868,2022-11-25 18:45:37
MA,MATÕES DO NORTE,13,4103,2022-11-25 18:45:37
MA,MATÕES DO NORTE,22,711,2022-11-25 18:45:37
MA,MILAGRES DO MARANHÃO,13,3644,2022-11-25 18:45:37
MA,MILAGRES DO MARANHÃO,22,614,2022-11-25 18:45:37
MA,MIRADOR,13,9859,2022-11-25 18:45:37
MA,MIRADOR,22,2050,2022-11-25 18:45:37
MA,MIRANDA DO NORTE,13,8836,2022-11-25 18:45:37
MA,MIRANDA DO NORTE,22,2856,2022-11-25 18:45:37
MA,MIRINZAL,13,6494,2022-11-25 18:45:37
MA,MIRINZAL,22,1625,2022-11-25 18:45:37
MA,MONTES ALTOS,13,3834,2022-11-25 18:45:37
MA,MONTES ALTOS,22,1956,2022-11-25 18:45:37
MA,MONÇÃO,13,11474,2022-11-25 18:45:37
MA,MONÇÃO,22,2612,2022-11-25 18:45:37
MA,MORROS,13,9263,2022-11-25 18:45:37
MA,MORROS,22,2429,2022-11-25 18:45:37
MA,NINA RODRIGUES,13,5832,2022-11-25 18:45:37
MA,NINA RODRIGUES,22,1186,2022-11-25 18:45:37
MA,NOVA COLINAS,13,2564,2022-11-25 18:45:37
MA,NOVA COLINAS,22,848,2022-11-25 18:45:37
MA,NOVA IORQUE,13,2377,2022-11-25 18:45:37
MA,NOVA IORQUE,22,532,2022-11-25 18:45:37
MA,NOVA OLINDA DO MARANHÃO,13,7350,2022-11-25 18:45:37
MA,NOVA OLINDA DO MARANHÃO,22,1783,2022-11-25 18:45:37
MA,OLHO D'ÁGUA DAS CUNHÃS,13,8566,2022-11-25 18:45:37
MA,OLHO D'ÁGUA DAS CUNHÃS,22,2214,2022-11-25 18:45:37
MA,OLINDA NOVA DO MARANHÃO,13,6137,2022-11-25 18:45:37
MA,OLINDA NOVA DO MARANHÃO,22,1112,2022-11-25 18:45:37
MA,PALMEIRÂNDIA,13,9897,2022-11-25 18:45:37
MA,PALMEIRÂNDIA,22,1548,2022-11-25 18:45:37
MA,PARAIBANO,13,8950,2022-11-25 18:45:37
MA,PARAIBANO,22,1740,2022-11-25 18:45:37
MA,PARNARAMA,13,15977,2022-11-25 18:45:37
MA,PARNARAMA,22,2397,2022-11-25 18:45:37
MA,PASSAGEM FRANCA,13,8295,2022-11-25 18:45:37
MA,PASSAGEM FRANCA,22,1910,2022-11-25 18:45:37
MA,PASTOS BONS,13,8976,2022-11-25 18:45:37
MA,PASTOS BONS,22,2156,2022-11-25 18:45:37
MA,PAULINO NEVES,13,8867,2022-11-25 18:45:37
MA,PAULINO NEVES,22,1757,2022-11-25 18:45:37
MA,PAULO RAMOS,13,8798,2022-11-25 18:45:37
MA,PAULO RAMOS,22,3103,2022-11-25 18:45:37
MA,PAÇO DO LUMIAR,13,38537,2022-11-25 18:45:37
MA,PAÇO DO LUMIAR,22,22057,2022-11-25 18:45:37
MA,PEDREIRAS,13,14738,2022-11-25 18:45:37
MA,PEDREIRAS,22,7686,2022-11-25 18:45:37
MA,PEDRO DO ROSÁRIO,13,10654,2022-11-25 18:45:37
MA,PEDRO DO ROSÁRIO,22,1750,2022-11-25 18:45:37
MA,PENALVA,13,15341,2022-11-25 18:45:37
MA,PENALVA,22,2345,2022-11-25 18:45:37
MA,PERI MIRIM,13,6508,2022-11-25 18:45:37
MA,PERI MIRIM,22,1340,2022-11-25 18:45:37
MA,PERITORÓ,13,9994,2022-11-25 18:45:37
MA,PERITORÓ,22,2123,2022-11-25 18:45:37
MA,PINDARÉ-MIRIM,13,14222,2022-11-25 18:45:37
MA,PINDARÉ-MIRIM,22,4304,2022-11-25 18:45:37
MA,PINHEIRO,13,32787,2022-11-25 18:45:37
MA,PINHEIRO,22,11124,2022-11-25 18:45:37
MA,PIO XII,13,11135,2022-11-25 18:45:37
MA,PIO XII,22,2811,2022-11-25 18:45:37
MA,PIRAPEMAS,13,7452,2022-11-25 18:45:37
MA,PIRAPEMAS,22,1519,2022-11-25 18:45:37
MA,PORTO FRANCO,13,8382,2022-11-25 18:45:37
MA,PORTO FRANCO,22,5340,2022-11-25 18:45:37
MA,PORTO RICO DO MARANHÃO,13,3177,2022-11-25 18:45:37
MA,PORTO RICO DO MARANHÃO,22,1044,2022-11-25 18:45:37
MA,POÇÃO DE PEDRAS,13,8083,2022-11-25 18:45:37
MA,POÇÃO DE PEDRAS,22,2792,2022-11-25 18:45:37
MA,PRESIDENTE DUTRA,13,16054,2022-11-25 18:45:37
MA,PRESIDENTE DUTRA,22,7653,2022-11-25 18:45:37
MA,PRESIDENTE JUSCELINO,13,5859,2022-11-25 18:45:37
MA,PRESIDENTE JUSCELINO,22,1149,2022-11-25 18:45:37
MA,PRESIDENTE MÉDICI,13,3203,2022-11-25 18:45:37
MA,PRESIDENTE MÉDICI,22,697,2022-11-25 18:45:37
MA,PRESIDENTE SARNEY,13,8776,2022-11-25 18:45:37
MA,PRESIDENTE SARNEY,22,1573,2022-11-25 18:45:37
MA,PRESIDENTE VARGAS,13,6213,2022-11-25 18:45:37
MA,PRESIDENTE VARGAS,22,931,2022-11-25 18:45:37
MA,PRIMEIRA CRUZ,13,6189,2022-11-25 18:45:37
MA,PRIMEIRA CRUZ,22,838,2022-11-25 18:45:37
MA,RAPOSA,13,10821,2022-11-25 18:45:37
MA,RAPOSA,22,5352,2022-11-25 18:45:37
MA,RIACHÃO,13,8867,2022-11-25 18:45:37
MA,RIACHÃO,22,3413,2022-11-25 18:45:37
MA,RIBAMAR FIQUENE,13,3281,2022-11-25 18:45:37
MA,RIBAMAR FIQUENE,22,1607,2022-11-25 18:45:37
MA,ROSÁRIO,13,18145,2022-11-25 18:45:37
MA,ROSÁRIO,22,5248,2022-11-25 18:45:37
MA,SAMBAÍBA,13,2809,2022-11-25 18:45:37
MA,SAMBAÍBA,22,1225,2022-11-25 18:45:37
MA,SANTA FILOMENA DO MARANHÃO,13,3653,2022-11-25 18:45:37
MA,SANTA FILOMENA DO MARANHÃO,22,879,2022-11-25 18:45:37
MA,SANTA HELENA,13,12592,2022-11-25 18:45:37
MA,SANTA HELENA,22,3853,2022-11-25 18:45:37
MA,SANTA INÊS,13,30176,2022-11-25 18:45:37
MA,SANTA INÊS,22,15347,2022-11-25 18:45:37
MA,SANTA LUZIA,13,25124,2022-11-25 18:45:37
MA,SANTA LUZIA,22,7292,2022-11-25 18:45:37
MA,SANTA LUZIA DO PARUÁ,13,9138,2022-11-25 18:45:37
MA,SANTA LUZIA DO PARUÁ,22,3485,2022-11-25 18:45:37
MA,SANTA QUITÉRIA DO MARANHÃO,13,12742,2022-11-25 18:45:37
MA,SANTA QUITÉRIA DO MARANHÃO,22,2650,2022-11-25 18:45:37
MA,SANTA RITA,13,14844,2022-11-25 18:45:37
MA,SANTA RITA,22,3534,2022-11-25 18:45:37
MA,SANTANA DO MARANHÃO,13,4509,2022-11-25 18:45:37
MA,SANTANA DO MARANHÃO,22,1058,2022-11-25 18:45:37
MA,SANTO AMARO DO MARANHÃO,13,6743,2022-11-25 18:45:37
MA,SANTO AMARO DO MARANHÃO,22,1145,2022-11-25 18:45:37
MA,SANTO ANTÔNIO DOS LOPES,13,8315,2022-11-25 18:45:37
MA,SANTO ANTÔNIO DOS LOPES,22,3015,2022-11-25 18:45:37
MA,SATUBINHA,13,4035,2022-11-25 18:45:37
MA,SATUBINHA,22,1167,2022-11-25 18:45:37
MA,SENADOR ALEXANDRE COSTA,13,4671,2022-11-25 18:45:37
MA,SENADOR ALEXANDRE COSTA,22,1239,2022-11-25 18:45:37
MA,SENADOR LA ROCQUE,13,6327,2022-11-25 18:45:37
MA,SENADOR LA ROCQUE,22,2833,2022-11-25 18:45:37
MA,SERRANO DO MARANHÃO,13,5617,2022-11-25 18:45:37
MA,SERRANO DO MARANHÃO,22,497,2022-11-25 18:45:37
MA,SUCUPIRA DO NORTE,13,5169,2022-11-25 18:45:37
MA,SUCUPIRA DO NORTE,22,1310,2022-11-25 18:45:37
MA,SUCUPIRA DO RIACHÃO,13,2962,2022-11-25 18:45:37
MA,SUCUPIRA DO RIACHÃO,22,390,2022-11-25 18:45:37
MA,SÃO BENEDITO DO RIO PRETO,13,9571,2022-11-25 18:45:37
MA,SÃO BENEDITO DO RIO PRETO,22,1627,2022-11-25 18:45:37
MA,SÃO BENTO,13,15939,2022-11-25 18:45:37
MA,SÃO BENTO,22,3770,2022-11-25 18:45:37
MA,SÃO BERNARDO,13,12719,2022-11-25 18:45:37
MA,SÃO BERNARDO,22,3231,2022-11-25 18:45:37
MA,SÃO DOMINGOS DO AZEITÃO,13,3797,2022-11-25 18:45:37
MA,SÃO DOMINGOS DO AZEITÃO,22,1156,2022-11-25 18:45:37
MA,SÃO DOMINGOS DO MARANHÃO,13,14920,2022-11-25 18:45:37
MA,SÃO DOMINGOS DO MARANHÃO,22,6452,2022-11-25 18:45:37
MA,SÃO FRANCISCO DO BREJÃO,13,3560,2022-11-25 18:45:37
MA,SÃO FRANCISCO DO BREJÃO,22,2355,2022-11-25 18:45:37
MA,SÃO FRANCISCO DO MARANHÃO,13,6228,2022-11-25 18:45:37
MA,SÃO FRANCISCO DO MARANHÃO,22,806,2022-11-25 18:45:37
MA,SÃO FÉLIX DE BALSAS,13,2272,2022-11-25 18:45:37
MA,SÃO FÉLIX DE BALSAS,22,623,2022-11-25 18:45:37
MA,SÃO JOSÉ DE RIBAMAR,13,57935,2022-11-25 18:45:37
MA,SÃO JOSÉ DE RIBAMAR,22,32509,2022-11-25 18:45:37
MA,SÃO JOSÉ DOS BASÍLIOS,13,4099,2022-11-25 18:45:37
MA,SÃO JOSÉ DOS BASÍLIOS,22,698,2022-11-25 18:45:37
MA,SÃO JOÃO BATISTA,13,11475,2022-11-25 18:45:37
MA,SÃO JOÃO BATISTA,22,1653,2022-11-25 18:45:37
MA,SÃO JOÃO DO CARÚ,13,5304,2022-11-25 18:45:37
MA,SÃO JOÃO DO CARÚ,22,1713,2022-11-25 18:45:37
MA,SÃO JOÃO DO PARAÍSO,13,4104,2022-11-25 18:45:37
MA,SÃO JOÃO DO PARAÍSO,22,2420,2022-11-25 18:45:37
MA,SÃO JOÃO DO SOTER,13,9003,2022-11-25 18:45:37
MA,SÃO JOÃO DO SOTER,22,1235,2022-11-25 18:45:37
MA,SÃO JOÃO DOS PATOS,13,11583,2022-11-25 18:45:37
MA,SÃO JOÃO DOS PATOS,22,3152,2022-11-25 18:45:37
MA,SÃO LUÍS,13,363131,2022-11-25 18:45:37
MA,SÃO LUÍS,22,238285,2022-11-25 18:45:37
MA,SÃO LUÍS GONZAGA DO MARANHÃO,13,11064,2022-11-25 18:45:37
MA,SÃO LUÍS GONZAGA DO MARANHÃO,22,1812,2022-11-25 18:45:37
MA,SÃO MATEUS DO MARANHÃO,13,15870,2022-11-25 18:45:37
MA,SÃO MATEUS DO MARANHÃO,22,4920,2022-11-25 18:45:37
MA,SÃO PEDRO DA ÁGUA BRANCA,13,4316,2022-11-25 18:45:37
MA,SÃO PEDRO DA ÁGUA BRANCA,22,2435,2022-11-25 18:45:37
MA,SÃO PEDRO DOS CRENTES,13,1317,2022-11-25 18:45:37
MA,SÃO PEDRO DOS CRENTES,22,2179,2022-11-25 18:45:37
MA,SÃO RAIMUNDO DAS MANGABEIRAS,13,7837,2022-11-25 18:45:37
MA,SÃO RAIMUNDO DAS MANGABEIRAS,22,3412,2022-11-25 18:45:37
MA,SÃO RAIMUNDO DO DOCA BEZERRA,13,3070,2022-11-25 18:45:37
MA,SÃO RAIMUNDO DO DOCA BEZERRA,22,729,2022-11-25 18:45:37
MA,SÃO ROBERTO,13,2893,2022-11-25 18:45:37
MA,SÃO ROBERTO,22,579,2022-11-25 18:45:37
MA,SÃO VICENTE FERRER,13,9151,2022-11-25 18:45:37
MA,SÃO VICENTE FERRER,22,1707,2022-11-25 18:45:37
MA,SÍTIO NOVO,13,7481,2022-11-25 18:45:37
MA,SÍTIO NOVO,22,3605,2022-11-25 18:45:37
MA,TASSO FRAGOSO,13,3492,2022-11-25 18:45:37
MA,TASSO FRAGOSO,22,1839,2022-11-25 18:45:37
MA,TIMBIRAS,13,12351,2022-11-25 18:45:37
MA,TIMBIRAS,22,2398,2022-11-25 18:45:37
MA,TIMON,13,69460,2022-11-25 18:45:37
MA,TIMON,22,24352,2022-11-25 18:45:37
MA,TRIZIDELA DO VALE,13,8881,2022-11-25 18:45:37
MA,TRIZIDELA DO VALE,22,4050,2022-11-25 18:45:37
MA,TUFILÂNDIA,13,3486,2022-11-25 18:45:37
MA,TUFILÂNDIA,22,744,2022-11-25 18:45:37
MA,TUNTUM,13,14713,2022-11-25 18:45:37
MA,TUNTUM,22,5850,2022-11-25 18:45:37
MA,TURIAÇU,13,15138,2022-11-25 18:45:37
MA,TURIAÇU,22,3635,2022-11-25 18:45:37
MA,TURILÂNDIA,13,8291,2022-11-25 18:45:37
MA,TURILÂNDIA,22,2142,2022-11-25 18:45:37
MA,TUTÓIA,13,22214,2022-11-25 18:45:37
MA,TUTÓIA,22,6606,2022-11-25 18:45:37
MA,URBANO SANTOS,13,15519,2022-11-25 18:45:37
MA,URBANO SANTOS,22,3011,2022-11-25 18:45:37
MA,VARGEM GRANDE,13,19022,2022-11-25 18:45:37
MA,VARGEM GRANDE,22,4049,2022-11-25 18:45:37
MA,VIANA,13,20445,2022-11-25 18:45:37
MA,VIANA,22,7598,2022-11-25 18:45:37
MA,VILA NOVA DOS MARTÍRIOS,13,3794,2022-11-25 18:45:37
MA,VILA NOVA DOS MARTÍRIOS,22,2207,2022-11-25 18:45:37
MA,VITORINO FREIRE,13,12839,2022-11-25 18:45:37
MA,VITORINO FREIRE,22,4720,2022-11-25 18:45:37
MA,VITÓRIA DO MEARIM,13,12856,2022-11-25 18:45:37
MA,VITÓRIA DO MEARIM,22,4716,2022-11-25 18:45:37
MA,ZÉ DOCA,13,17461,2022-11-25 18:45:37
MA,ZÉ DOCA,22,6313,2022-11-25 18:45:37
MA,ÁGUA DOCE DO MARANHÃO,13,6618,2022-11-25 18:45:37
MA,ÁGUA DOCE DO MARANHÃO,22,1296,2022-11-25 18:45:37
MG,ABADIA DOS DOURADOS,13,2351,2022-11-25 18:45:37
MG,ABADIA DOS DOURADOS,22,2160,2022-11-25 18:45:37
MG,ABAETÉ,13,6302,2022-11-25 18:45:37
MG,ABAETÉ,22,7696,2022-11-25 18:45:37
MG,ABRE CAMPO,13,5292,2022-11-25 18:45:37
MG,ABRE CAMPO,22,3665,2022-11-25 18:45:37
MG,ACAIACA,13,1783,2022-11-25 18:45:37
MG,ACAIACA,22,787,2022-11-25 18:45:37
MG,AGUANIL,13,1607,2022-11-25 18:45:37
MG,AGUANIL,22,1439,2022-11-25 18:45:37
MG,AIMORÉS,13,6314,2022-11-25 18:45:37
MG,AIMORÉS,22,7655,2022-11-25 18:45:37
MG,AIURUOCA,13,2094,2022-11-25 18:45:37
MG,AIURUOCA,22,1797,2022-11-25 18:45:37
MG,ALAGOA,13,670,2022-11-25 18:45:37
MG,ALAGOA,22,1259,2022-11-25 18:45:37
MG,ALBERTINA,13,715,2022-11-25 18:45:37
MG,ALBERTINA,22,1611,2022-11-25 18:45:37
MG,ALFENAS,13,19004,2022-11-25 18:45:37
MG,ALFENAS,22,27225,2022-11-25 18:45:37
MG,ALFREDO VASCONCELOS,13,2824,2022-11-25 18:45:37
MG,ALFREDO VASCONCELOS,22,1901,2022-11-25 18:45:37
MG,ALMENARA,13,15440,2022-11-25 18:45:37
MG,ALMENARA,22,5975,2022-11-25 18:45:37
MG,ALPERCATA,13,2484,2022-11-25 18:45:37
MG,ALPERCATA,22,2018,2022-11-25 18:45:37
MG,ALPINÓPOLIS,13,5563,2022-11-25 18:45:37
MG,ALPINÓPOLIS,22,6768,2022-11-25 18:45:37
MG,ALTEROSA,13,4226,2022-11-25 18:45:37
MG,ALTEROSA,22,5364,2022-11-25 18:45:37
MG,ALTO CAPARAÓ,13,1062,2022-11-25 18:45:37
MG,ALTO CAPARAÓ,22,2559,2022-11-25 18:45:37
MG,ALTO JEQUITIBÁ,13,1982,2022-11-25 18:45:37
MG,ALTO JEQUITIBÁ,22,3581,2022-11-25 18:45:37
MG,ALTO RIO DOCE,13,5303,2022-11-25 18:45:37
MG,ALTO RIO DOCE,22,1949,2022-11-25 18:45:37
MG,ALVARENGA,13,1862,2022-11-25 18:45:37
MG,ALVARENGA,22,1516,2022-11-25 18:45:37
MG,ALVINÓPOLIS,13,6851,2022-11-25 18:45:37
MG,ALVINÓPOLIS,22,3041,2022-11-25 18:45:37
MG,ALVORADA DE MINAS,13,2284,2022-11-25 18:45:37
MG,ALVORADA DE MINAS,22,724,2022-11-25 18:45:37
MG,ALÉM PARAÍBA,13,11582,2022-11-25 18:45:37
MG,ALÉM PARAÍBA,22,9220,2022-11-25 18:45:37
MG,AMPARO DO SERRA,13,2658,2022-11-25 18:45:37
MG,AMPARO DO SERRA,22,865,2022-11-25 18:45:37
MG,ANDRADAS,13,7746,2022-11-25 18:45:37
MG,ANDRADAS,22,15286,2022-11-25 18:45:37
MG,ANDRELÂNDIA,13,3978,2022-11-25 18:45:37
MG,ANDRELÂNDIA,22,3159,2022-11-25 18:45:37
MG,ANGELÂNDIA,13,2513,2022-11-25 18:45:37
MG,ANGELÂNDIA,22,2042,2022-11-25 18:45:37
MG,ANTÔNIO CARLOS,13,4916,2022-11-25 18:45:37
MG,ANTÔNIO CARLOS,22,2582,2022-11-25 18:45:37
MG,ANTÔNIO DIAS,13,3648,2022-11-25 18:45:37
MG,ANTÔNIO DIAS,22,2862,2022-11-25 18:45:37
MG,ANTÔNIO PRADO DE MINAS,13,863,2022-11-25 18:45:37
MG,ANTÔNIO PRADO DE MINAS,22,592,2022-11-25 18:45:37
MG,ARACITABA,13,1149,2022-11-25 18:45:37
MG,ARACITABA,22,669,2022-11-25 18:45:37
MG,ARAGUARI,13,26117,2022-11-25 18:45:37
MG,ARAGUARI,22,42103,2022-11-25 18:45:37
MG,ARANTINA,13,1477,2022-11-25 18:45:37
MG,ARANTINA,22,655,2022-11-25 18:45:37
MG,ARAPONGA,13,3842,2022-11-25 18:45:37
MG,ARAPONGA,22,1317,2022-11-25 18:45:37
MG,ARAPORÃ,13,2519,2022-11-25 18:45:37
MG,ARAPORÃ,22,2564,2022-11-25 18:45:37
MG,ARAPUÁ,13,876,2022-11-25 18:45:37
MG,ARAPUÁ,22,1610,2022-11-25 18:45:37
MG,ARAXÁ,13,27117,2022-11-25 18:45:37
MG,ARAXÁ,22,33959,2022-11-25 18:45:37
MG,ARAÇAÍ,13,1099,2022-11-25 18:45:37
MG,ARAÇAÍ,22,785,2022-11-25 18:45:37
MG,ARAÇUAÍ,13,12340,2022-11-25 18:45:37
MG,ARAÇUAÍ,22,6339,2022-11-25 18:45:37
MG,ARAÚJOS,13,2017,2022-11-25 18:45:37
MG,ARAÚJOS,22,3218,2022-11-25 18:45:37
MG,ARCEBURGO,13,2397,2022-11-25 18:45:37
MG,ARCEBURGO,22,3260,2022-11-25 18:45:37
MG,ARCOS,13,10765,2022-11-25 18:45:37
MG,ARCOS,22,14258,2022-11-25 18:45:37
MG,AREADO,13,3655,2022-11-25 18:45:37
MG,AREADO,22,5324,2022-11-25 18:45:37
MG,ARGIRITA,13,1585,2022-11-25 18:45:37
MG,ARGIRITA,22,664,2022-11-25 18:45:37
MG,ARICANDUVA,13,2308,2022-11-25 18:45:37
MG,ARICANDUVA,22,969,2022-11-25 18:45:37
MG,ARINOS,13,5868,2022-11-25 18:45:37
MG,ARINOS,22,3799,2022-11-25 18:45:37
MG,ASTOLFO DUTRA,13,4398,2022-11-25 18:45:37
MG,ASTOLFO DUTRA,22,4147,2022-11-25 18:45:37
MG,ATALÉIA,13,5135,2022-11-25 18:45:37
MG,ATALÉIA,22,2334,2022-11-25 18:45:37
MG,AUGUSTO DE LIMA,13,1717,2022-11-25 18:45:37
MG,AUGUSTO DE LIMA,22,1192,2022-11-25 18:45:37
MG,AÇUCENA,13,3346,2022-11-25 18:45:37
MG,AÇUCENA,22,2069,2022-11-25 18:45:37
MG,BAEPENDI,13,4560,2022-11-25 18:45:37
MG,BAEPENDI,22,7566,2022-11-25 18:45:37
MG,BALDIM,13,2808,2022-11-25 18:45:37
MG,BALDIM,22,2620,2022-11-25 18:45:37
MG,BAMBUÍ,13,7554,2022-11-25 18:45:37
MG,BAMBUÍ,22,6622,2022-11-25 18:45:37
MG,BANDEIRA,13,2578,2022-11-25 18:45:37
MG,BANDEIRA,22,573,2022-11-25 18:45:37
MG,BANDEIRA DO SUL,13,1746,2022-11-25 18:45:37
MG,BANDEIRA DO SUL,22,2328,2022-11-25 18:45:37
MG,BARBACENA,13,43750,2022-11-25 18:45:37
MG,BARBACENA,22,33503,2022-11-25 18:45:37
MG,BARRA LONGA,13,3063,2022-11-25 18:45:37
MG,BARRA LONGA,22,1164,2022-11-25 18:45:37
MG,BARROSO,13,7938,2022-11-25 18:45:37
MG,BARROSO,22,5385,2022-11-25 18:45:37
MG,BARÃO DE COCAIS,13,10882,2022-11-25 18:45:37
MG,BARÃO DE COCAIS,22,8147,2022-11-25 18:45:37
MG,BARÃO DE MONTE ALTO,13,2720,2022-11-25 18:45:37
MG,BARÃO DE MONTE ALTO,22,1466,2022-11-25 18:45:37
MG,BELA VISTA DE MINAS,13,4005,2022-11-25 18:45:37
MG,BELA VISTA DE MINAS,22,2255,2022-11-25 18:45:37
MG,BELMIRO BRAGA,13,1613,2022-11-25 18:45:37
MG,BELMIRO BRAGA,22,795,2022-11-25 18:45:37
MG,BELO HORIZONTE,13,703755,2022-11-25 18:45:37
MG,BELO HORIZONTE,22,834548,2022-11-25 18:45:37
MG,BELO ORIENTE,13,7521,2022-11-25 18:45:37
MG,BELO ORIENTE,22,6883,2022-11-25 18:45:37
MG,BELO VALE,13,3817,2022-11-25 18:45:37
MG,BELO VALE,22,2542,2022-11-25 18:45:37
MG,BERILO,13,4308,2022-11-25 18:45:37
MG,BERILO,22,1303,2022-11-25 18:45:37
MG,BERIZAL,13,2162,2022-11-25 18:45:37
MG,BERIZAL,22,860,2022-11-25 18:45:37
MG,BERTÓPOLIS,13,2201,2022-11-25 18:45:37
MG,BERTÓPOLIS,22,822,2022-11-25 18:45:37
MG,BETIM,13,112360,2022-11-25 18:45:37
MG,BETIM,22,123818,2022-11-25 18:45:37
MG,BIAS FORTES,13,2033,2022-11-25 18:45:37
MG,BIAS FORTES,22,735,2022-11-25 18:45:37
MG,BICAS,13,4693,2022-11-25 18:45:37
MG,BICAS,22,3950,2022-11-25 18:45:37
MG,BIQUINHAS,13,1025,2022-11-25 18:45:37
MG,BIQUINHAS,22,954,2022-11-25 18:45:37
MG,BOA ESPERANÇA,13,11029,2022-11-25 18:45:37
MG,BOA ESPERANÇA,22,12893,2022-11-25 18:45:37
MG,BOCAINA DE MINAS,13,1931,2022-11-25 18:45:37
MG,BOCAINA DE MINAS,22,1470,2022-11-25 18:45:37
MG,BOCAIÚVA,13,19692,2022-11-25 18:45:37
MG,BOCAIÚVA,22,8182,2022-11-25 18:45:37
MG,BOM DESPACHO,13,9809,2022-11-25 18:45:37
MG,BOM DESPACHO,22,19599,2022-11-25 18:45:37
MG,BOM JARDIM DE MINAS,13,2723,2022-11-25 18:45:37
MG,BOM JARDIM DE MINAS,22,1816,2022-11-25 18:45:37
MG,BOM JESUS DA PENHA,13,1067,2022-11-25 18:45:37
MG,BOM JESUS DA PENHA,22,1689,2022-11-25 18:45:37
MG,BOM JESUS DO AMPARO,13,2442,2022-11-25 18:45:37
MG,BOM JESUS DO AMPARO,22,1466,2022-11-25 18:45:37
MG,BOM JESUS DO GALHO,13,5194,2022-11-25 18:45:37
MG,BOM JESUS DO GALHO,22,4190,2022-11-25 18:45:37
MG,BOM REPOUSO,13,3604,2022-11-25 18:45:37
MG,BOM REPOUSO,22,3730,2022-11-25 18:45:37
MG,BOM SUCESSO,13,6095,2022-11-25 18:45:37
MG,BOM SUCESSO,22,5096,2022-11-25 18:45:37
MG,BONFIM,13,3011,2022-11-25 18:45:37
MG,BONFIM,22,2297,2022-11-25 18:45:37
MG,BONFINÓPOLIS DE MINAS,13,2095,2022-11-25 18:45:37
MG,BONFINÓPOLIS DE MINAS,22,1460,2022-11-25 18:45:37
MG,BONITO DE MINAS,13,4523,2022-11-25 18:45:37
MG,BONITO DE MINAS,22,950,2022-11-25 18:45:37
MG,BORDA DA MATA,13,4059,2022-11-25 18:45:37
MG,BORDA DA MATA,22,6026,2022-11-25 18:45:37
MG,BOTELHOS,13,5214,2022-11-25 18:45:37
