sg_uf,nm_municipio,nr_candidato,qt_votos_nominais,dt_carga
MG,CRISTAIS,80,0,2022-11-25 18:45:37
MG,CRISTIANO OTONI,12,91,2022-11-25 18:45:37
MG,CRISTIANO OTONI,13,1595,2022-11-25 18:45:37
MG,CRISTIANO OTONI,14,3,2022-11-25 18:45:37
MG,CRISTIANO OTONI,15,154,2022-11-25 18:45:37
MG,CRISTIANO OTONI,16,1,2022-11-25 18:45:37
MG,CRISTIANO OTONI,21,0,2022-11-25 18:45:37
MG,CRISTIANO OTONI,22,1462,2022-11-25 18:45:37
MG,CRISTIANO OTONI,27,0,2022-11-25 18:45:37
MG,CRISTIANO OTONI,30,37,2022-11-25 18:45:37
MG,CRISTIANO OTONI,44,14,2022-11-25 18:45:37
MG,CRISTIANO OTONI,80,0,2022-11-25 18:45:37
MG,CRISTINA,12,141,2022-11-25 18:45:37
MG,CRISTINA,13,2336,2022-11-25 18:45:37
MG,CRISTINA,14,1,2022-11-25 18:45:37
MG,CRISTINA,15,273,2022-11-25 18:45:37
MG,CRISTINA,16,0,2022-11-25 18:45:37
MG,CRISTINA,21,3,2022-11-25 18:45:37
MG,CRISTINA,22,3102,2022-11-25 18:45:37
MG,CRISTINA,27,0,2022-11-25 18:45:37
MG,CRISTINA,30,65,2022-11-25 18:45:37
MG,CRISTINA,44,31,2022-11-25 18:45:37
MG,CRISTINA,80,1,2022-11-25 18:45:37
MG,CRISTÁLIA,12,54,2022-11-25 18:45:37
MG,CRISTÁLIA,13,2467,2022-11-25 18:45:37
MG,CRISTÁLIA,14,1,2022-11-25 18:45:37
MG,CRISTÁLIA,15,98,2022-11-25 18:45:37
MG,CRISTÁLIA,16,0,2022-11-25 18:45:37
MG,CRISTÁLIA,21,1,2022-11-25 18:45:37
MG,CRISTÁLIA,22,769,2022-11-25 18:45:37
MG,CRISTÁLIA,27,0,2022-11-25 18:45:37
MG,CRISTÁLIA,30,12,2022-11-25 18:45:37
MG,CRISTÁLIA,44,6,2022-11-25 18:45:37
MG,CRISTÁLIA,80,0,2022-11-25 18:45:37
MG,CRISÓLITA,12,52,2022-11-25 18:45:37
MG,CRISÓLITA,13,2330,2022-11-25 18:45:37
MG,CRISÓLITA,14,0,2022-11-25 18:45:37
MG,CRISÓLITA,15,73,2022-11-25 18:45:37
MG,CRISÓLITA,16,0,2022-11-25 18:45:37
MG,CRISÓLITA,21,1,2022-11-25 18:45:37
MG,CRISÓLITA,22,706,2022-11-25 18:45:37
MG,CRISÓLITA,27,0,2022-11-25 18:45:37
MG,CRISÓLITA,30,13,2022-11-25 18:45:37
MG,CRISÓLITA,44,4,2022-11-25 18:45:37
MG,CRISÓLITA,80,1,2022-11-25 18:45:37
MG,CRUCILÂNDIA,12,93,2022-11-25 18:45:37
MG,CRUCILÂNDIA,13,1806,2022-11-25 18:45:37
MG,CRUCILÂNDIA,14,2,2022-11-25 18:45:37
MG,CRUCILÂNDIA,15,162,2022-11-25 18:45:37
MG,CRUCILÂNDIA,16,2,2022-11-25 18:45:37
MG,CRUCILÂNDIA,21,0,2022-11-25 18:45:37
MG,CRUCILÂNDIA,22,1779,2022-11-25 18:45:37
MG,CRUCILÂNDIA,27,0,2022-11-25 18:45:37
MG,CRUCILÂNDIA,30,51,2022-11-25 18:45:37
MG,CRUCILÂNDIA,44,20,2022-11-25 18:45:37
MG,CRUCILÂNDIA,80,0,2022-11-25 18:45:37
MG,CRUZEIRO DA FORTALEZA,12,42,2022-11-25 18:45:37
MG,CRUZEIRO DA FORTALEZA,13,1319,2022-11-25 18:45:37
MG,CRUZEIRO DA FORTALEZA,14,1,2022-11-25 18:45:37
MG,CRUZEIRO DA FORTALEZA,15,116,2022-11-25 18:45:37
MG,CRUZEIRO DA FORTALEZA,16,0,2022-11-25 18:45:37
MG,CRUZEIRO DA FORTALEZA,21,1,2022-11-25 18:45:37
MG,CRUZEIRO DA FORTALEZA,22,1580,2022-11-25 18:45:37
MG,CRUZEIRO DA FORTALEZA,27,0,2022-11-25 18:45:37
MG,CRUZEIRO DA FORTALEZA,30,21,2022-11-25 18:45:37
MG,CRUZEIRO DA FORTALEZA,44,8,2022-11-25 18:45:37
MG,CRUZEIRO DA FORTALEZA,80,0,2022-11-25 18:45:37
MG,CRUZÍLIA,12,281,2022-11-25 18:45:37
MG,CRUZÍLIA,13,5206,2022-11-25 18:45:37
MG,CRUZÍLIA,14,4,2022-11-25 18:45:37
MG,CRUZÍLIA,15,299,2022-11-25 18:45:37
MG,CRUZÍLIA,16,4,2022-11-25 18:45:37
MG,CRUZÍLIA,21,2,2022-11-25 18:45:37
MG,CRUZÍLIA,22,3622,2022-11-25 18:45:37
MG,CRUZÍLIA,27,1,2022-11-25 18:45:37
MG,CRUZÍLIA,30,68,2022-11-25 18:45:37
MG,CRUZÍLIA,44,31,2022-11-25 18:45:37
MG,CRUZÍLIA,80,3,2022-11-25 18:45:37
MG,CUPARAQUE,12,41,2022-11-25 18:45:37
MG,CUPARAQUE,13,1083,2022-11-25 18:45:37
MG,CUPARAQUE,14,0,2022-11-25 18:45:37
MG,CUPARAQUE,15,54,2022-11-25 18:45:37
MG,CUPARAQUE,16,0,2022-11-25 18:45:37
MG,CUPARAQUE,21,1,2022-11-25 18:45:37
MG,CUPARAQUE,22,1564,2022-11-25 18:45:37
MG,CUPARAQUE,27,0,2022-11-25 18:45:37
MG,CUPARAQUE,30,29,2022-11-25 18:45:37
MG,CUPARAQUE,44,7,2022-11-25 18:45:37
MG,CUPARAQUE,80,0,2022-11-25 18:45:37
MG,CURRAL DE DENTRO,12,93,2022-11-25 18:45:37
MG,CURRAL DE DENTRO,13,2580,2022-11-25 18:45:37
MG,CURRAL DE DENTRO,14,2,2022-11-25 18:45:37
MG,CURRAL DE DENTRO,15,111,2022-11-25 18:45:37
MG,CURRAL DE DENTRO,16,0,2022-11-25 18:45:37
MG,CURRAL DE DENTRO,21,0,2022-11-25 18:45:37
MG,CURRAL DE DENTRO,22,1560,2022-11-25 18:45:37
MG,CURRAL DE DENTRO,27,4,2022-11-25 18:45:37
MG,CURRAL DE DENTRO,30,26,2022-11-25 18:45:37
MG,CURRAL DE DENTRO,44,18,2022-11-25 18:45:37
MG,CURRAL DE DENTRO,80,0,2022-11-25 18:45:37
MG,CURVELO,12,1026,2022-11-25 18:45:37
MG,CURVELO,13,22169,2022-11-25 18:45:37
MG,CURVELO,14,26,2022-11-25 18:45:37
MG,CURVELO,15,1932,2022-11-25 18:45:37
MG,CURVELO,16,4,2022-11-25 18:45:37
MG,CURVELO,21,10,2022-11-25 18:45:37
MG,CURVELO,22,17903,2022-11-25 18:45:37
MG,CURVELO,27,8,2022-11-25 18:45:37
MG,CURVELO,30,353,2022-11-25 18:45:37
MG,CURVELO,44,156,2022-11-25 18:45:37
MG,CURVELO,80,12,2022-11-25 18:45:37
MG,CÁSSIA,12,276,2022-11-25 18:45:37
MG,CÁSSIA,13,4609,2022-11-25 18:45:37
MG,CÁSSIA,14,4,2022-11-25 18:45:37
MG,CÁSSIA,15,370,2022-11-25 18:45:37
MG,CÁSSIA,16,3,2022-11-25 18:45:37
MG,CÁSSIA,21,3,2022-11-25 18:45:37
MG,CÁSSIA,22,4566,2022-11-25 18:45:37
MG,CÁSSIA,27,0,2022-11-25 18:45:37
MG,CÁSSIA,30,88,2022-11-25 18:45:37
MG,CÁSSIA,44,24,2022-11-25 18:45:37
MG,CÁSSIA,80,7,2022-11-25 18:45:37
MG,CÓRREGO DANTA,12,27,2022-11-25 18:45:37
MG,CÓRREGO DANTA,13,1016,2022-11-25 18:45:37
MG,CÓRREGO DANTA,14,0,2022-11-25 18:45:37
MG,CÓRREGO DANTA,15,71,2022-11-25 18:45:37
MG,CÓRREGO DANTA,16,0,2022-11-25 18:45:37
MG,CÓRREGO DANTA,21,1,2022-11-25 18:45:37
MG,CÓRREGO DANTA,22,1050,2022-11-25 18:45:37
MG,CÓRREGO DANTA,27,0,2022-11-25 18:45:37
MG,CÓRREGO DANTA,30,25,2022-11-25 18:45:37
MG,CÓRREGO DANTA,44,3,2022-11-25 18:45:37
MG,CÓRREGO DANTA,80,0,2022-11-25 18:45:37
MG,CÓRREGO DO BOM JESUS,12,69,2022-11-25 18:45:37
MG,CÓRREGO DO BOM JESUS,13,1290,2022-11-25 18:45:37
MG,CÓRREGO DO BOM JESUS,14,2,2022-11-25 18:45:37
MG,CÓRREGO DO BOM JESUS,15,186,2022-11-25 18:45:37
MG,CÓRREGO DO BOM JESUS,16,0,2022-11-25 18:45:37
MG,CÓRREGO DO BOM JESUS,21,1,2022-11-25 18:45:37
MG,CÓRREGO DO BOM JESUS,22,1484,2022-11-25 18:45:37
MG,CÓRREGO DO BOM JESUS,27,1,2022-11-25 18:45:37
MG,CÓRREGO DO BOM JESUS,30,37,2022-11-25 18:45:37
MG,CÓRREGO DO BOM JESUS,44,15,2022-11-25 18:45:37
MG,CÓRREGO DO BOM JESUS,80,1,2022-11-25 18:45:37
MG,CÓRREGO FUNDO,12,121,2022-11-25 18:45:37
MG,CÓRREGO FUNDO,13,1598,2022-11-25 18:45:37
MG,CÓRREGO FUNDO,14,5,2022-11-25 18:45:37
MG,CÓRREGO FUNDO,15,317,2022-11-25 18:45:37
MG,CÓRREGO FUNDO,16,0,2022-11-25 18:45:37
MG,CÓRREGO FUNDO,21,0,2022-11-25 18:45:37
MG,CÓRREGO FUNDO,22,1897,2022-11-25 18:45:37
MG,CÓRREGO FUNDO,27,0,2022-11-25 18:45:37
MG,CÓRREGO FUNDO,30,46,2022-11-25 18:45:37
MG,CÓRREGO FUNDO,44,28,2022-11-25 18:45:37
MG,CÓRREGO FUNDO,80,1,2022-11-25 18:45:37
MG,CÓRREGO NOVO,12,29,2022-11-25 18:45:37
MG,CÓRREGO NOVO,13,1657,2022-11-25 18:45:37
MG,CÓRREGO NOVO,14,0,2022-11-25 18:45:37
MG,CÓRREGO NOVO,15,45,2022-11-25 18:45:37
MG,CÓRREGO NOVO,16,0,2022-11-25 18:45:37
MG,CÓRREGO NOVO,21,3,2022-11-25 18:45:37
MG,CÓRREGO NOVO,22,813,2022-11-25 18:45:37
MG,CÓRREGO NOVO,27,0,2022-11-25 18:45:37
MG,CÓRREGO NOVO,30,24,2022-11-25 18:45:37
MG,CÓRREGO NOVO,44,0,2022-11-25 18:45:37
MG,CÓRREGO NOVO,80,2,2022-11-25 18:45:37
MG,CÔNEGO MARINHO,12,128,2022-11-25 18:45:37
MG,CÔNEGO MARINHO,13,3391,2022-11-25 18:45:37
MG,CÔNEGO MARINHO,14,2,2022-11-25 18:45:37
MG,CÔNEGO MARINHO,15,101,2022-11-25 18:45:37
MG,CÔNEGO MARINHO,16,0,2022-11-25 18:45:37
MG,CÔNEGO MARINHO,21,0,2022-11-25 18:45:37
MG,CÔNEGO MARINHO,22,564,2022-11-25 18:45:37
MG,CÔNEGO MARINHO,27,1,2022-11-25 18:45:37
MG,CÔNEGO MARINHO,30,23,2022-11-25 18:45:37
MG,CÔNEGO MARINHO,44,8,2022-11-25 18:45:37
MG,CÔNEGO MARINHO,80,0,2022-11-25 18:45:37
MG,DATAS,12,85,2022-11-25 18:45:37
MG,DATAS,13,2603,2022-11-25 18:45:37
MG,DATAS,14,4,2022-11-25 18:45:37
MG,DATAS,15,83,2022-11-25 18:45:37
MG,DATAS,16,0,2022-11-25 18:45:37
MG,DATAS,21,1,2022-11-25 18:45:37
MG,DATAS,22,678,2022-11-25 18:45:37
MG,DATAS,27,0,2022-11-25 18:45:37
MG,DATAS,30,26,2022-11-25 18:45:37
MG,DATAS,44,8,2022-11-25 18:45:37
MG,DATAS,80,1,2022-11-25 18:45:37
MG,DELFIM MOREIRA,12,109,2022-11-25 18:45:37
MG,DELFIM MOREIRA,13,2107,2022-11-25 18:45:37
MG,DELFIM MOREIRA,14,3,2022-11-25 18:45:37
MG,DELFIM MOREIRA,15,255,2022-11-25 18:45:37
MG,DELFIM MOREIRA,16,2,2022-11-25 18:45:37
MG,DELFIM MOREIRA,21,3,2022-11-25 18:45:37
MG,DELFIM MOREIRA,22,2483,2022-11-25 18:45:37
MG,DELFIM MOREIRA,27,1,2022-11-25 18:45:37
MG,DELFIM MOREIRA,30,36,2022-11-25 18:45:37
MG,DELFIM MOREIRA,44,32,2022-11-25 18:45:37
MG,DELFIM MOREIRA,80,0,2022-11-25 18:45:37
MG,DELFINÓPOLIS,12,77,2022-11-25 18:45:37
MG,DELFINÓPOLIS,13,1947,2022-11-25 18:45:37
MG,DELFINÓPOLIS,14,1,2022-11-25 18:45:37
MG,DELFINÓPOLIS,15,158,2022-11-25 18:45:37
MG,DELFINÓPOLIS,16,1,2022-11-25 18:45:37
MG,DELFINÓPOLIS,21,0,2022-11-25 18:45:37
MG,DELFINÓPOLIS,22,2152,2022-11-25 18:45:37
MG,DELFINÓPOLIS,27,0,2022-11-25 18:45:37
MG,DELFINÓPOLIS,30,39,2022-11-25 18:45:37
MG,DELFINÓPOLIS,44,8,2022-11-25 18:45:37
MG,DELFINÓPOLIS,80,0,2022-11-25 18:45:37
MG,DELTA,12,80,2022-11-25 18:45:37
MG,DELTA,13,3125,2022-11-25 18:45:37
MG,DELTA,14,1,2022-11-25 18:45:37
MG,DELTA,15,117,2022-11-25 18:45:37
MG,DELTA,16,1,2022-11-25 18:45:37
MG,DELTA,21,1,2022-11-25 18:45:37
MG,DELTA,22,1731,2022-11-25 18:45:37
MG,DELTA,27,0,2022-11-25 18:45:37
MG,DELTA,30,24,2022-11-25 18:45:37
MG,DELTA,44,15,2022-11-25 18:45:37
MG,DELTA,80,1,2022-11-25 18:45:37
MG,DESCOBERTO,12,135,2022-11-25 18:45:37
MG,DESCOBERTO,13,1943,2022-11-25 18:45:37
MG,DESCOBERTO,14,5,2022-11-25 18:45:37
MG,DESCOBERTO,15,125,2022-11-25 18:45:37
MG,DESCOBERTO,16,0,2022-11-25 18:45:37
MG,DESCOBERTO,21,1,2022-11-25 18:45:37
MG,DESCOBERTO,22,1160,2022-11-25 18:45:37
MG,DESCOBERTO,27,1,2022-11-25 18:45:37
MG,DESCOBERTO,30,32,2022-11-25 18:45:37
MG,DESCOBERTO,44,8,2022-11-25 18:45:37
MG,DESCOBERTO,80,1,2022-11-25 18:45:37
MG,DESTERRO DE ENTRE RIOS,12,166,2022-11-25 18:45:37
MG,DESTERRO DE ENTRE RIOS,13,1718,2022-11-25 18:45:37
MG,DESTERRO DE ENTRE RIOS,14,2,2022-11-25 18:45:37
MG,DESTERRO DE ENTRE RIOS,15,229,2022-11-25 18:45:37
MG,DESTERRO DE ENTRE RIOS,16,3,2022-11-25 18:45:37
MG,DESTERRO DE ENTRE RIOS,21,1,2022-11-25 18:45:37
MG,DESTERRO DE ENTRE RIOS,22,2336,2022-11-25 18:45:37
MG,DESTERRO DE ENTRE RIOS,27,0,2022-11-25 18:45:37
MG,DESTERRO DE ENTRE RIOS,30,46,2022-11-25 18:45:37
MG,DESTERRO DE ENTRE RIOS,44,21,2022-11-25 18:45:37
MG,DESTERRO DE ENTRE RIOS,80,0,2022-11-25 18:45:37
MG,DESTERRO DO MELO,12,102,2022-11-25 18:45:37
MG,DESTERRO DO MELO,13,1496,2022-11-25 18:45:37
MG,DESTERRO DO MELO,14,2,2022-11-25 18:45:37
MG,DESTERRO DO MELO,15,128,2022-11-25 18:45:37
MG,DESTERRO DO MELO,16,0,2022-11-25 18:45:37
MG,DESTERRO DO MELO,21,0,2022-11-25 18:45:37
MG,DESTERRO DO MELO,22,1066,2022-11-25 18:45:37
MG,DESTERRO DO MELO,27,0,2022-11-25 18:45:37
MG,DESTERRO DO MELO,30,29,2022-11-25 18:45:37
MG,DESTERRO DO MELO,44,6,2022-11-25 18:45:37
MG,DESTERRO DO MELO,80,2,2022-11-25 18:45:37
MG,DIAMANTINA,12,834,2022-11-25 18:45:37
MG,DIAMANTINA,13,17923,2022-11-25 18:45:37
MG,DIAMANTINA,14,10,2022-11-25 18:45:37
MG,DIAMANTINA,15,898,2022-11-25 18:45:37
MG,DIAMANTINA,16,7,2022-11-25 18:45:37
MG,DIAMANTINA,21,20,2022-11-25 18:45:37
MG,DIAMANTINA,22,7167,2022-11-25 18:45:37
MG,DIAMANTINA,27,2,2022-11-25 18:45:37
MG,DIAMANTINA,30,155,2022-11-25 18:45:37
MG,DIAMANTINA,44,61,2022-11-25 18:45:37
MG,DIAMANTINA,80,7,2022-11-25 18:45:37
MG,DIOGO DE VASCONCELOS,12,71,2022-11-25 18:45:37
MG,DIOGO DE VASCONCELOS,13,2089,2022-11-25 18:45:37
MG,DIOGO DE VASCONCELOS,14,2,2022-11-25 18:45:37
MG,DIOGO DE VASCONCELOS,15,63,2022-11-25 18:45:37
MG,DIOGO DE VASCONCELOS,16,2,2022-11-25 18:45:37
MG,DIOGO DE VASCONCELOS,21,0,2022-11-25 18:45:37
MG,DIOGO DE VASCONCELOS,22,524,2022-11-25 18:45:37
MG,DIOGO DE VASCONCELOS,27,0,2022-11-25 18:45:37
MG,DIOGO DE VASCONCELOS,30,32,2022-11-25 18:45:37
MG,DIOGO DE VASCONCELOS,44,9,2022-11-25 18:45:37
MG,DIOGO DE VASCONCELOS,80,1,2022-11-25 18:45:37
MG,DIONÍSIO,12,80,2022-11-25 18:45:37
MG,DIONÍSIO,13,2686,2022-11-25 18:45:37
MG,DIONÍSIO,14,5,2022-11-25 18:45:37
MG,DIONÍSIO,15,112,2022-11-25 18:45:37
MG,DIONÍSIO,16,0,2022-11-25 18:45:37
MG,DIONÍSIO,21,0,2022-11-25 18:45:37
MG,DIONÍSIO,22,1701,2022-11-25 18:45:37
MG,DIONÍSIO,27,1,2022-11-25 18:45:37
MG,DIONÍSIO,30,19,2022-11-25 18:45:37
MG,DIONÍSIO,44,10,2022-11-25 18:45:37
MG,DIONÍSIO,80,0,2022-11-25 18:45:37
MG,DIVINO,12,196,2022-11-25 18:45:37
MG,DIVINO,13,6492,2022-11-25 18:45:37
MG,DIVINO,14,10,2022-11-25 18:45:37
MG,DIVINO,15,213,2022-11-25 18:45:37
MG,DIVINO,16,1,2022-11-25 18:45:37
MG,DIVINO,21,1,2022-11-25 18:45:37
MG,DIVINO,22,4288,2022-11-25 18:45:37
MG,DIVINO,27,0,2022-11-25 18:45:37
MG,DIVINO,30,63,2022-11-25 18:45:37
MG,DIVINO,44,25,2022-11-25 18:45:37
MG,DIVINO,80,1,2022-11-25 18:45:37
MG,DIVINO DAS LARANJEIRAS,12,64,2022-11-25 18:45:37
MG,DIVINO DAS LARANJEIRAS,13,1475,2022-11-25 18:45:37
MG,DIVINO DAS LARANJEIRAS,14,1,2022-11-25 18:45:37
MG,DIVINO DAS LARANJEIRAS,15,64,2022-11-25 18:45:37
MG,DIVINO DAS LARANJEIRAS,16,0,2022-11-25 18:45:37
MG,DIVINO DAS LARANJEIRAS,21,0,2022-11-25 18:45:37
MG,DIVINO DAS LARANJEIRAS,22,1392,2022-11-25 18:45:37
MG,DIVINO DAS LARANJEIRAS,27,1,2022-11-25 18:45:37
MG,DIVINO DAS LARANJEIRAS,30,27,2022-11-25 18:45:37
MG,DIVINO DAS LARANJEIRAS,44,8,2022-11-25 18:45:37
MG,DIVINO DAS LARANJEIRAS,80,2,2022-11-25 18:45:37
MG,DIVINOLÂNDIA DE MINAS,12,71,2022-11-25 18:45:37
MG,DIVINOLÂNDIA DE MINAS,13,2310,2022-11-25 18:45:37
MG,DIVINOLÂNDIA DE MINAS,14,0,2022-11-25 18:45:37
MG,DIVINOLÂNDIA DE MINAS,15,103,2022-11-25 18:45:37
MG,DIVINOLÂNDIA DE MINAS,16,1,2022-11-25 18:45:37
MG,DIVINOLÂNDIA DE MINAS,21,4,2022-11-25 18:45:37
MG,DIVINOLÂNDIA DE MINAS,22,1372,2022-11-25 18:45:37
MG,DIVINOLÂNDIA DE MINAS,27,0,2022-11-25 18:45:37
MG,DIVINOLÂNDIA DE MINAS,30,32,2022-11-25 18:45:37
MG,DIVINOLÂNDIA DE MINAS,44,10,2022-11-25 18:45:37
MG,DIVINOLÂNDIA DE MINAS,80,0,2022-11-25 18:45:37
MG,DIVINÉSIA,12,61,2022-11-25 18:45:37
MG,DIVINÉSIA,13,2381,2022-11-25 18:45:37
MG,DIVINÉSIA,14,3,2022-11-25 18:45:37
MG,DIVINÉSIA,15,101,2022-11-25 18:45:37
MG,DIVINÉSIA,16,0,2022-11-25 18:45:37
MG,DIVINÉSIA,21,1,2022-11-25 18:45:37
MG,DIVINÉSIA,22,939,2022-11-25 18:45:37
MG,DIVINÉSIA,27,0,2022-11-25 18:45:37
MG,DIVINÉSIA,30,21,2022-11-25 18:45:37
MG,DIVINÉSIA,44,19,2022-11-25 18:45:37
MG,DIVINÉSIA,80,0,2022-11-25 18:45:37
MG,DIVINÓPOLIS,12,3735,2022-11-25 18:45:37
MG,DIVINÓPOLIS,13,56562,2022-11-25 18:45:37
MG,DIVINÓPOLIS,14,101,2022-11-25 18:45:37
MG,DIVINÓPOLIS,15,5935,2022-11-25 18:45:37
MG,DIVINÓPOLIS,16,22,2022-11-25 18:45:37
MG,DIVINÓPOLIS,21,45,2022-11-25 18:45:37
MG,DIVINÓPOLIS,22,65668,2022-11-25 18:45:37
MG,DIVINÓPOLIS,27,14,2022-11-25 18:45:37
MG,DIVINÓPOLIS,30,1077,2022-11-25 18:45:37
MG,DIVINÓPOLIS,44,466,2022-11-25 18:45:37
MG,DIVINÓPOLIS,80,53,2022-11-25 18:45:37
MG,DIVISA ALEGRE,12,98,2022-11-25 18:45:37
MG,DIVISA ALEGRE,13,2248,2022-11-25 18:45:37
MG,DIVISA ALEGRE,14,1,2022-11-25 18:45:37
MG,DIVISA ALEGRE,15,107,2022-11-25 18:45:37
MG,DIVISA ALEGRE,16,1,2022-11-25 18:45:37
MG,DIVISA ALEGRE,21,0,2022-11-25 18:45:37
MG,DIVISA ALEGRE,22,1141,2022-11-25 18:45:37
MG,DIVISA ALEGRE,27,0,2022-11-25 18:45:37
MG,DIVISA ALEGRE,30,22,2022-11-25 18:45:37
MG,DIVISA ALEGRE,44,6,2022-11-25 18:45:37
MG,DIVISA ALEGRE,80,1,2022-11-25 18:45:37
MG,DIVISA NOVA,12,71,2022-11-25 18:45:37
MG,DIVISA NOVA,13,1901,2022-11-25 18:45:37
MG,DIVISA NOVA,14,3,2022-11-25 18:45:37
MG,DIVISA NOVA,15,133,2022-11-25 18:45:37
MG,DIVISA NOVA,16,0,2022-11-25 18:45:37
MG,DIVISA NOVA,21,0,2022-11-25 18:45:37
MG,DIVISA NOVA,22,1596,2022-11-25 18:45:37
MG,DIVISA NOVA,27,1,2022-11-25 18:45:37
MG,DIVISA NOVA,30,24,2022-11-25 18:45:37
MG,DIVISA NOVA,44,10,2022-11-25 18:45:37
MG,DIVISA NOVA,80,1,2022-11-25 18:45:37
MG,DIVISÓPOLIS,12,105,2022-11-25 18:45:37
MG,DIVISÓPOLIS,13,3141,2022-11-25 18:45:37
MG,DIVISÓPOLIS,14,1,2022-11-25 18:45:37
MG,DIVISÓPOLIS,15,67,2022-11-25 18:45:37
MG,DIVISÓPOLIS,16,0,2022-11-25 18:45:37
MG,DIVISÓPOLIS,21,1,2022-11-25 18:45:37
MG,DIVISÓPOLIS,22,1387,2022-11-25 18:45:37
MG,DIVISÓPOLIS,27,0,2022-11-25 18:45:37
MG,DIVISÓPOLIS,30,57,2022-11-25 18:45:37
MG,DIVISÓPOLIS,44,11,2022-11-25 18:45:37
MG,DIVISÓPOLIS,80,3,2022-11-25 18:45:37
MG,DOM BOSCO,12,32,2022-11-25 18:45:37
MG,DOM BOSCO,13,1219,2022-11-25 18:45:37
MG,DOM BOSCO,14,3,2022-11-25 18:45:37
MG,DOM BOSCO,15,59,2022-11-25 18:45:37
MG,DOM BOSCO,16,0,2022-11-25 18:45:37
MG,DOM BOSCO,21,0,2022-11-25 18:45:37
MG,DOM BOSCO,22,1307,2022-11-25 18:45:37
MG,DOM BOSCO,27,0,2022-11-25 18:45:37
MG,DOM BOSCO,30,17,2022-11-25 18:45:37
MG,DOM BOSCO,44,5,2022-11-25 18:45:37
MG,DOM BOSCO,80,0,2022-11-25 18:45:37
MG,DOM CAVATI,12,59,2022-11-25 18:45:37
MG,DOM CAVATI,13,1473,2022-11-25 18:45:37
MG,DOM CAVATI,14,2,2022-11-25 18:45:37
MG,DOM CAVATI,15,60,2022-11-25 18:45:37
MG,DOM CAVATI,16,0,2022-11-25 18:45:37
MG,DOM CAVATI,21,1,2022-11-25 18:45:37
MG,DOM CAVATI,22,1555,2022-11-25 18:45:37
MG,DOM CAVATI,27,0,2022-11-25 18:45:37
MG,DOM CAVATI,30,20,2022-11-25 18:45:37
MG,DOM CAVATI,44,2,2022-11-25 18:45:37
MG,DOM CAVATI,80,0,2022-11-25 18:45:37
MG,DOM JOAQUIM,12,62,2022-11-25 18:45:37
MG,DOM JOAQUIM,13,1807,2022-11-25 18:45:37
MG,DOM JOAQUIM,14,3,2022-11-25 18:45:37
MG,DOM JOAQUIM,15,82,2022-11-25 18:45:37
MG,DOM JOAQUIM,16,1,2022-11-25 18:45:37
MG,DOM JOAQUIM,21,3,2022-11-25 18:45:37
MG,DOM JOAQUIM,22,843,2022-11-25 18:45:37
MG,DOM JOAQUIM,27,0,2022-11-25 18:45:37
MG,DOM JOAQUIM,30,15,2022-11-25 18:45:37
MG,DOM JOAQUIM,44,5,2022-11-25 18:45:37
MG,DOM JOAQUIM,80,1,2022-11-25 18:45:37
MG,DOM SILVÉRIO,12,66,2022-11-25 18:45:37
MG,DOM SILVÉRIO,13,2124,2022-11-25 18:45:37
MG,DOM SILVÉRIO,14,2,2022-11-25 18:45:37
MG,DOM SILVÉRIO,15,135,2022-11-25 18:45:37
MG,DOM SILVÉRIO,16,1,2022-11-25 18:45:37
MG,DOM SILVÉRIO,21,8,2022-11-25 18:45:37
MG,DOM SILVÉRIO,22,872,2022-11-25 18:45:37
MG,DOM SILVÉRIO,27,0,2022-11-25 18:45:37
MG,DOM SILVÉRIO,30,44,2022-11-25 18:45:37
MG,DOM SILVÉRIO,44,11,2022-11-25 18:45:37
MG,DOM SILVÉRIO,80,1,2022-11-25 18:45:37
MG,DOM VIÇOSO,12,52,2022-11-25 18:45:37
MG,DOM VIÇOSO,13,1039,2022-11-25 18:45:37
MG,DOM VIÇOSO,14,1,2022-11-25 18:45:37
MG,DOM VIÇOSO,15,94,2022-11-25 18:45:37
MG,DOM VIÇOSO,16,0,2022-11-25 18:45:37
MG,DOM VIÇOSO,21,1,2022-11-25 18:45:37
MG,DOM VIÇOSO,22,1099,2022-11-25 18:45:37
MG,DOM VIÇOSO,27,0,2022-11-25 18:45:37
MG,DOM VIÇOSO,30,32,2022-11-25 18:45:37
MG,DOM VIÇOSO,44,7,2022-11-25 18:45:37
MG,DOM VIÇOSO,80,0,2022-11-25 18:45:37
MG,DONA EUSÉBIA,12,78,2022-11-25 18:45:37
MG,DONA EUSÉBIA,13,2457,2022-11-25 18:45:37
MG,DONA EUSÉBIA,14,0,2022-11-25 18:45:37
MG,DONA EUSÉBIA,15,99,2022-11-25 18:45:37
MG,DONA EUSÉBIA,16,0,2022-11-25 18:45:37
MG,DONA EUSÉBIA,21,0,2022-11-25 18:45:37
MG,DONA EUSÉBIA,22,1848,2022-11-25 18:45:37
MG,DONA EUSÉBIA,27,0,2022-11-25 18:45:37
MG,DONA EUSÉBIA,30,27,2022-11-25 18:45:37
MG,DONA EUSÉBIA,44,9,2022-11-25 18:45:37
MG,DONA EUSÉBIA,80,2,2022-11-25 18:45:37
MG,DORES DE CAMPOS,12,152,2022-11-25 18:45:37
MG,DORES DE CAMPOS,13,2952,2022-11-25 18:45:37
MG,DORES DE CAMPOS,14,6,2022-11-25 18:45:37
