,sg_uf,nm_municipio,nr_candidato,qt_votos_primeiro_turno,qt_votos_segundo_turno
17896,MG,FELÍCIO DOS SANTOS,80,1,0
17897,MG,FERNANDES TOURINHO,12,25,0
17898,MG,FERNANDES TOURINHO,13,890,933
17899,MG,FERNANDES TOURINHO,14,0,0
17900,MG,FERNANDES TOURINHO,15,41,0
17901,MG,FERNANDES TOURINHO,16,1,0
17902,MG,FERNANDES TOURINHO,21,1,0
17903,MG,FERNANDES TOURINHO,22,830,995
17904,MG,FERNANDES TOURINHO,27,1,0
17905,MG,FERNANDES TOURINHO,30,37,0
17906,MG,FERNANDES TOURINHO,44,3,0
17907,MG,FERNANDES TOURINHO,80,0,0
17908,MG,FERROS,12,104,0
17909,MG,FERROS,13,3847,4108
17910,MG,FERROS,14,5,0
17911,MG,FERROS,15,187,0
17912,MG,FERROS,16,1,0
17913,MG,FERROS,21,2,0
17914,MG,FERROS,22,1573,1906
17915,MG,FERROS,27,2,0
17916,MG,FERROS,30,53,0
17917,MG,FERROS,44,15,0
17918,MG,FERROS,80,0,0
17919,MG,FERVEDOURO,12,134,0
17920,MG,FERVEDOURO,13,3598,3856
17921,MG,FERVEDOURO,14,3,0
17922,MG,FERVEDOURO,15,116,0
17923,MG,FERVEDOURO,16,0,0
17924,MG,FERVEDOURO,21,0,0
17925,MG,FERVEDOURO,22,2310,2703
17926,MG,FERVEDOURO,27,3,0
17927,MG,FERVEDOURO,30,45,0
17928,MG,FERVEDOURO,44,28,0
17929,MG,FERVEDOURO,80,0,0
17930,MG,FLORESTAL,12,184,0
17931,MG,FLORESTAL,13,2436,2699
17932,MG,FLORESTAL,14,3,0
17933,MG,FLORESTAL,15,236,0
17934,MG,FLORESTAL,16,2,0
17935,MG,FLORESTAL,21,2,0
17936,MG,FLORESTAL,22,2086,2431
17937,MG,FLORESTAL,27,0,0
17938,MG,FLORESTAL,30,40,0
17939,MG,FLORESTAL,44,31,0
17940,MG,FLORESTAL,80,5,0
17941,MG,FORMIGA,12,1311,0
17942,MG,FORMIGA,13,14754,15808
17943,MG,FORMIGA,14,29,0
17944,MG,FORMIGA,15,2224,0
17945,MG,FORMIGA,16,8,0
17946,MG,FORMIGA,21,12,0
17947,MG,FORMIGA,22,21644,26008
17948,MG,FORMIGA,27,5,0
17949,MG,FORMIGA,30,388,0
17950,MG,FORMIGA,44,190,0
17951,MG,FORMIGA,80,15,0
17952,MG,FORMOSO,12,97,0
17953,MG,FORMOSO,13,2632,2664
17954,MG,FORMOSO,14,2,0
17955,MG,FORMOSO,15,88,0
17956,MG,FORMOSO,16,0,0
17957,MG,FORMOSO,21,0,0
17958,MG,FORMOSO,22,1430,1706
17959,MG,FORMOSO,27,0,0
17960,MG,FORMOSO,30,23,0
17961,MG,FORMOSO,44,1,0
17962,MG,FORMOSO,80,1,0
17963,MG,FORTALEZA DE MINAS,12,64,0
17964,MG,FORTALEZA DE MINAS,13,920,1022
17965,MG,FORTALEZA DE MINAS,14,1,0
17966,MG,FORTALEZA DE MINAS,15,95,0
17967,MG,FORTALEZA DE MINAS,16,0,0
17968,MG,FORTALEZA DE MINAS,21,3,0
17969,MG,FORTALEZA DE MINAS,22,1088,1281
17970,MG,FORTALEZA DE MINAS,27,0,0
17971,MG,FORTALEZA DE MINAS,30,14,0
17972,MG,FORTALEZA DE MINAS,44,8,0
17973,MG,FORTALEZA DE MINAS,80,0,0
17974,MG,FORTUNA DE MINAS,12,43,0
17975,MG,FORTUNA DE MINAS,13,1330,1340
17976,MG,FORTUNA DE MINAS,14,2,0
17977,MG,FORTUNA DE MINAS,15,80,0
17978,MG,FORTUNA DE MINAS,16,1,0
17979,MG,FORTUNA DE MINAS,21,0,0
17980,MG,FORTUNA DE MINAS,22,719,817
17981,MG,FORTUNA DE MINAS,27,0,0
17982,MG,FORTUNA DE MINAS,30,12,0
17983,MG,FORTUNA DE MINAS,44,2,0
17984,MG,FORTUNA DE MINAS,80,3,0
17985,MG,FRANCISCO BADARÓ,12,79,0
17986,MG,FRANCISCO BADARÓ,13,3024,3201
17987,MG,FRANCISCO BADARÓ,14,4,0
17988,MG,FRANCISCO BADARÓ,15,141,0
17989,MG,FRANCISCO BADARÓ,16,1,0
17990,MG,FRANCISCO BADARÓ,21,1,0
17991,MG,FRANCISCO BADARÓ,22,1023,1256
17992,MG,FRANCISCO BADARÓ,27,0,0
17993,MG,FRANCISCO BADARÓ,30,35,0
17994,MG,FRANCISCO BADARÓ,44,8,0
17995,MG,FRANCISCO BADARÓ,80,1,0
17996,MG,FRANCISCO DUMONT,12,94,0
17997,MG,FRANCISCO DUMONT,13,1813,1879
17998,MG,FRANCISCO DUMONT,14,2,0
17999,MG,FRANCISCO DUMONT,15,75,0
18000,MG,FRANCISCO DUMONT,16,0,0
18001,MG,FRANCISCO DUMONT,21,0,0
18002,MG,FRANCISCO DUMONT,22,974,1164
18003,MG,FRANCISCO DUMONT,27,0,0
18004,MG,FRANCISCO DUMONT,30,18,0
18005,MG,FRANCISCO DUMONT,44,3,0
18006,MG,FRANCISCO DUMONT,80,1,0
18007,MG,FRANCISCO SÁ,12,223,0
18008,MG,FRANCISCO SÁ,13,9788,10303
18009,MG,FRANCISCO SÁ,14,5,0
18010,MG,FRANCISCO SÁ,15,317,0
18011,MG,FRANCISCO SÁ,16,3,0
18012,MG,FRANCISCO SÁ,21,4,0
18013,MG,FRANCISCO SÁ,22,3222,3865
18014,MG,FRANCISCO SÁ,27,3,0
18015,MG,FRANCISCO SÁ,30,85,0
18016,MG,FRANCISCO SÁ,44,22,0
18017,MG,FRANCISCO SÁ,80,1,0
18018,MG,FRANCISCÓPOLIS,12,48,0
18019,MG,FRANCISCÓPOLIS,13,2233,2352
18020,MG,FRANCISCÓPOLIS,14,1,0
18021,MG,FRANCISCÓPOLIS,15,79,0
18022,MG,FRANCISCÓPOLIS,16,0,0
18023,MG,FRANCISCÓPOLIS,21,1,0
18024,MG,FRANCISCÓPOLIS,22,819,954
18025,MG,FRANCISCÓPOLIS,27,0,0
18026,MG,FRANCISCÓPOLIS,30,17,0
18027,MG,FRANCISCÓPOLIS,44,2,0
18028,MG,FRANCISCÓPOLIS,80,0,0
18029,MG,FREI GASPAR,12,46,0
18030,MG,FREI GASPAR,13,2475,2587
18031,MG,FREI GASPAR,14,1,0
18032,MG,FREI GASPAR,15,61,0
18033,MG,FREI GASPAR,16,0,0
18034,MG,FREI GASPAR,21,3,0
18035,MG,FREI GASPAR,22,1052,1177
18036,MG,FREI GASPAR,27,0,0
18037,MG,FREI GASPAR,30,38,0
18038,MG,FREI GASPAR,44,0,0
18039,MG,FREI GASPAR,80,1,0
18040,MG,FREI INOCÊNCIO,12,78,0
18041,MG,FREI INOCÊNCIO,13,2694,2846
18042,MG,FREI INOCÊNCIO,14,0,0
18043,MG,FREI INOCÊNCIO,15,139,0
18044,MG,FREI INOCÊNCIO,16,1,0
18045,MG,FREI INOCÊNCIO,21,0,0
18046,MG,FREI INOCÊNCIO,22,1796,2032
18047,MG,FREI INOCÊNCIO,27,0,0
18048,MG,FREI INOCÊNCIO,30,33,0
18049,MG,FREI INOCÊNCIO,44,5,0
18050,MG,FREI INOCÊNCIO,80,0,0
18051,MG,FREI LAGONEGRO,12,57,0
18052,MG,FREI LAGONEGRO,13,1623,1751
18053,MG,FREI LAGONEGRO,14,0,0
18054,MG,FREI LAGONEGRO,15,54,0
18055,MG,FREI LAGONEGRO,16,1,0
18056,MG,FREI LAGONEGRO,21,1,0
18057,MG,FREI LAGONEGRO,22,668,779
18058,MG,FREI LAGONEGRO,27,2,0
18059,MG,FREI LAGONEGRO,30,21,0
18060,MG,FREI LAGONEGRO,44,5,0
18061,MG,FREI LAGONEGRO,80,0,0
18062,MG,FRONTEIRA,12,117,0
18063,MG,FRONTEIRA,13,4099,4249
18064,MG,FRONTEIRA,14,3,0
18065,MG,FRONTEIRA,15,155,0
18066,MG,FRONTEIRA,16,2,0
18067,MG,FRONTEIRA,21,1,0
18068,MG,FRONTEIRA,22,3218,3594
18069,MG,FRONTEIRA,27,0,0
18070,MG,FRONTEIRA,30,35,0
18071,MG,FRONTEIRA,44,18,0
18072,MG,FRONTEIRA,80,1,0
18073,MG,FRONTEIRA DOS VALES,12,63,0
18074,MG,FRONTEIRA DOS VALES,13,2156,2372
18075,MG,FRONTEIRA DOS VALES,14,2,0
18076,MG,FRONTEIRA DOS VALES,15,70,0
18077,MG,FRONTEIRA DOS VALES,16,0,0
18078,MG,FRONTEIRA DOS VALES,21,1,0
18079,MG,FRONTEIRA DOS VALES,22,538,648
18080,MG,FRONTEIRA DOS VALES,27,1,0
18081,MG,FRONTEIRA DOS VALES,30,21,0
18082,MG,FRONTEIRA DOS VALES,44,1,0
18083,MG,FRONTEIRA DOS VALES,80,1,0
18084,MG,FRUTA DE LEITE,12,52,0
18085,MG,FRUTA DE LEITE,13,2254,2500
18086,MG,FRUTA DE LEITE,14,6,0
18087,MG,FRUTA DE LEITE,15,58,0
18088,MG,FRUTA DE LEITE,16,0,0
18089,MG,FRUTA DE LEITE,21,0,0
18090,MG,FRUTA DE LEITE,22,507,596
18091,MG,FRUTA DE LEITE,27,0,0
18092,MG,FRUTA DE LEITE,30,21,0
18093,MG,FRUTA DE LEITE,44,4,0
18094,MG,FRUTA DE LEITE,80,0,0
18095,MG,FRUTAL,12,523,0
18096,MG,FRUTAL,13,12801,13705
18097,MG,FRUTAL,14,17,0
18098,MG,FRUTAL,15,957,0
18099,MG,FRUTAL,16,0,0
18100,MG,FRUTAL,21,9,0
18101,MG,FRUTAL,22,15115,17561
18102,MG,FRUTAL,27,4,0
18103,MG,FRUTAL,30,166,0
18104,MG,FRUTAL,44,92,0
18105,MG,FRUTAL,80,14,0
18106,MG,FUNILÂNDIA,12,75,0
18107,MG,FUNILÂNDIA,13,1645,1687
18108,MG,FUNILÂNDIA,14,2,0
18109,MG,FUNILÂNDIA,15,239,0
18110,MG,FUNILÂNDIA,16,0,0
18111,MG,FUNILÂNDIA,21,1,0
18112,MG,FUNILÂNDIA,22,1704,1995
18113,MG,FUNILÂNDIA,27,1,0
18114,MG,FUNILÂNDIA,30,18,0
18115,MG,FUNILÂNDIA,44,13,0
18116,MG,FUNILÂNDIA,80,1,0
18117,MG,GALILÉIA,12,43,0
18118,MG,GALILÉIA,13,1824,1932
18119,MG,GALILÉIA,14,2,0
18120,MG,GALILÉIA,15,54,0
18121,MG,GALILÉIA,16,0,0
18122,MG,GALILÉIA,21,1,0
18123,MG,GALILÉIA,22,1677,1832
18124,MG,GALILÉIA,27,0,0
18125,MG,GALILÉIA,30,12,0
18126,MG,GALILÉIA,44,8,0
18127,MG,GALILÉIA,80,0,0
18128,MG,GAMELEIRAS,12,58,0
18129,MG,GAMELEIRAS,13,2249,2348
18130,MG,GAMELEIRAS,14,2,0
18131,MG,GAMELEIRAS,15,62,0
18132,MG,GAMELEIRAS,16,1,0
18133,MG,GAMELEIRAS,21,1,0
18134,MG,GAMELEIRAS,22,941,1068
18135,MG,GAMELEIRAS,27,0,0
18136,MG,GAMELEIRAS,30,31,0
18137,MG,GAMELEIRAS,44,5,0
18138,MG,GAMELEIRAS,80,1,0
18139,MG,GLAUCILÂNDIA,12,57,0
18140,MG,GLAUCILÂNDIA,13,2132,2167
18141,MG,GLAUCILÂNDIA,14,0,0
18142,MG,GLAUCILÂNDIA,15,73,0
18143,MG,GLAUCILÂNDIA,16,0,0
18144,MG,GLAUCILÂNDIA,21,0,0
18145,MG,GLAUCILÂNDIA,22,744,847
18146,MG,GLAUCILÂNDIA,27,1,0
18147,MG,GLAUCILÂNDIA,30,11,0
18148,MG,GLAUCILÂNDIA,44,6,0
18149,MG,GLAUCILÂNDIA,80,0,0
18150,MG,GOIABEIRA,12,24,0
18151,MG,GOIABEIRA,13,903,970
18152,MG,GOIABEIRA,14,0,0
18153,MG,GOIABEIRA,15,61,0
18154,MG,GOIABEIRA,16,2,0
18155,MG,GOIABEIRA,21,0,0
18156,MG,GOIABEIRA,22,1138,1287
18157,MG,GOIABEIRA,27,0,0
18158,MG,GOIABEIRA,30,32,0
18159,MG,GOIABEIRA,44,5,0
18160,MG,GOIABEIRA,80,0,0
18161,MG,GOIANÁ,12,78,0
18162,MG,GOIANÁ,13,1651,1752
18163,MG,GOIANÁ,14,4,0
18164,MG,GOIANÁ,15,104,0
18165,MG,GOIANÁ,16,0,0
18166,MG,GOIANÁ,21,0,0
18167,MG,GOIANÁ,22,1236,1397
18168,MG,GOIANÁ,27,1,0
18169,MG,GOIANÁ,30,22,0
18170,MG,GOIANÁ,44,11,0
18171,MG,GOIANÁ,80,0,0
18172,MG,GONZAGA,12,61,0
18173,MG,GONZAGA,13,1716,1885
18174,MG,GONZAGA,14,5,0
18175,MG,GONZAGA,15,108,0
18176,MG,GONZAGA,16,0,0
18177,MG,GONZAGA,21,0,0
18178,MG,GONZAGA,22,987,1143
18179,MG,GONZAGA,27,0,0
18180,MG,GONZAGA,30,41,0
18181,MG,GONZAGA,44,4,0
18182,MG,GONZAGA,80,2,0
18183,MG,GONÇALVES,12,83,0
18184,MG,GONÇALVES,13,987,1115
18185,MG,GONÇALVES,14,4,0
18186,MG,GONÇALVES,15,185,0
18187,MG,GONÇALVES,16,0,0
18188,MG,GONÇALVES,21,0,0
18189,MG,GONÇALVES,22,1523,1853
18190,MG,GONÇALVES,27,1,0
18191,MG,GONÇALVES,30,41,0
18192,MG,GONÇALVES,44,18,0
18193,MG,GONÇALVES,80,0,0
18194,MG,GOUVEIA,12,154,0
18195,MG,GOUVEIA,13,5053,5279
18196,MG,GOUVEIA,14,5,0
18197,MG,GOUVEIA,15,275,0
18198,MG,GOUVEIA,16,2,0
18199,MG,GOUVEIA,21,2,0
18200,MG,GOUVEIA,22,1878,2251
18201,MG,GOUVEIA,27,3,0
18202,MG,GOUVEIA,30,34,0
18203,MG,GOUVEIA,44,20,0
18204,MG,GOUVEIA,80,3,0
18205,MG,GOVERNADOR VALADARES,12,2771,0
18206,MG,GOVERNADOR VALADARES,13,53339,56237
18207,MG,GOVERNADOR VALADARES,14,84,0
18208,MG,GOVERNADOR VALADARES,15,4452,0
18209,MG,GOVERNADOR VALADARES,16,28,0
18210,MG,GOVERNADOR VALADARES,21,47,0
18211,MG,GOVERNADOR VALADARES,22,84540,94975
18212,MG,GOVERNADOR VALADARES,27,18,0
18213,MG,GOVERNADOR VALADARES,30,958,0
18214,MG,GOVERNADOR VALADARES,44,415,0
18215,MG,GOVERNADOR VALADARES,80,57,0
18216,MG,GRUPIARA,12,16,0
18217,MG,GRUPIARA,13,596,529
18218,MG,GRUPIARA,14,0,0
18219,MG,GRUPIARA,15,42,0
18220,MG,GRUPIARA,16,0,0
18221,MG,GRUPIARA,21,0,0
18222,MG,GRUPIARA,22,574,774
18223,MG,GRUPIARA,27,0,0
18224,MG,GRUPIARA,30,12,0
18225,MG,GRUPIARA,44,5,0
18226,MG,GRUPIARA,80,1,0
18227,MG,GRÃO MOGOL,12,162,0
18228,MG,GRÃO MOGOL,13,5697,6057
18229,MG,GRÃO MOGOL,14,7,0
18230,MG,GRÃO MOGOL,15,176,0
18231,MG,GRÃO MOGOL,16,2,0
18232,MG,GRÃO MOGOL,21,2,0
18233,MG,GRÃO MOGOL,22,1759,2109
18234,MG,GRÃO MOGOL,27,1,0
18235,MG,GRÃO MOGOL,30,52,0
18236,MG,GRÃO MOGOL,44,12,0
18237,MG,GRÃO MOGOL,80,1,0
18238,MG,GUANHÃES,12,380,0
18239,MG,GUANHÃES,13,8763,9447
18240,MG,GUANHÃES,14,12,0
18241,MG,GUANHÃES,15,560,0
18242,MG,GUANHÃES,16,5,0
18243,MG,GUANHÃES,21,7,0
18244,MG,GUANHÃES,22,6333,7434
18245,MG,GUANHÃES,27,0,0
18246,MG,GUANHÃES,30,143,0
18247,MG,GUANHÃES,44,52,0
18248,MG,GUANHÃES,80,6,0
18249,MG,GUAPÉ,12,121,0
18250,MG,GUAPÉ,13,2881,3054
18251,MG,GUAPÉ,14,4,0
18252,MG,GUAPÉ,15,230,0
18253,MG,GUAPÉ,16,0,0
18254,MG,GUAPÉ,21,2,0
18255,MG,GUAPÉ,22,4537,5102
18256,MG,GUAPÉ,27,2,0
18257,MG,GUAPÉ,30,80,0
18258,MG,GUAPÉ,44,17,0
18259,MG,GUAPÉ,80,1,0
18260,MG,GUARACIABA,12,149,0
18261,MG,GUARACIABA,13,4002,4412
18262,MG,GUARACIABA,14,5,0
18263,MG,GUARACIABA,15,166,0
18264,MG,GUARACIABA,16,1,0
18265,MG,GUARACIABA,21,6,0
18266,MG,GUARACIABA,22,1431,1771
18267,MG,GUARACIABA,27,0,0
18268,MG,GUARACIABA,30,72,0
18269,MG,GUARACIABA,44,31,0
18270,MG,GUARACIABA,80,3,0
18271,MG,GUARACIAMA,12,75,0
18272,MG,GUARACIAMA,13,3102,3312
18273,MG,GUARACIAMA,14,2,0
18274,MG,GUARACIAMA,15,61,0
18275,MG,GUARACIAMA,16,1,0
18276,MG,GUARACIAMA,21,2,0
18277,MG,GUARACIAMA,22,546,657
18278,MG,GUARACIAMA,27,0,0
18279,MG,GUARACIAMA,30,18,0
18280,MG,GUARACIAMA,44,6,0
18281,MG,GUARACIAMA,80,1,0
18282,MG,GUARANI,12,89,0
18283,MG,GUARANI,13,3405,3512
18284,MG,GUARANI,14,7,0
18285,MG,GUARANI,15,161,0
18286,MG,GUARANI,16,0,0
18287,MG,GUARANI,21,0,0
18288,MG,GUARANI,22,1538,1787
18289,MG,GUARANI,27,1,0
18290,MG,GUARANI,30,27,0
18291,MG,GUARANI,44,7,0
18292,MG,GUARANI,80,2,0
18293,MG,GUARANÉSIA,12,262,0
18294,MG,GUARANÉSIA,13,6312,6779
18295,MG,GUARANÉSIA,14,2,0
18296,MG,GUARANÉSIA,15,421,0
18297,MG,GUARANÉSIA,16,1,0
18298,MG,GUARANÉSIA,21,4,0
18299,MG,GUARANÉSIA,22,4027,4779
18300,MG,GUARANÉSIA,27,2,0
18301,MG,GUARANÉSIA,30,78,0
18302,MG,GUARANÉSIA,44,24,0
18303,MG,GUARANÉSIA,80,6,0
18304,MG,GUARARÁ,12,68,0
18305,MG,GUARARÁ,13,1425,1512
18306,MG,GUARARÁ,14,2,0
18307,MG,GUARARÁ,15,99,0
18308,MG,GUARARÁ,16,0,0
18309,MG,GUARARÁ,21,1,0
18310,MG,GUARARÁ,22,1042,1181
18311,MG,GUARARÁ,27,0,0
18312,MG,GUARARÁ,30,12,0
18313,MG,GUARARÁ,44,6,0
18314,MG,GUARARÁ,80,1,0
18315,MG,GUARDA-MOR,12,45,0
18316,MG,GUARDA-MOR,13,2025,2019
18317,MG,GUARDA-MOR,14,2,0
18318,MG,GUARDA-MOR,15,139,0
18319,MG,GUARDA-MOR,16,3,0
18320,MG,GUARDA-MOR,21,0,0
18321,MG,GUARDA-MOR,22,1957,2270
18322,MG,GUARDA-MOR,27,1,0
18323,MG,GUARDA-MOR,30,23,0
18324,MG,GUARDA-MOR,44,18,0
18325,MG,GUARDA-MOR,80,1,0
18326,MG,GUAXUPÉ,12,659,0
18327,MG,GUAXUPÉ,13,13672,14800
18328,MG,GUAXUPÉ,14,12,0
18329,MG,GUAXUPÉ,15,1295,0
18330,MG,GUAXUPÉ,16,5,0
18331,MG,GUAXUPÉ,21,4,0
18332,MG,GUAXUPÉ,22,12288,14500
18333,MG,GUAXUPÉ,27,8,0
18334,MG,GUAXUPÉ,30,269,0
18335,MG,GUAXUPÉ,44,94,0
18336,MG,GUAXUPÉ,80,5,0
18337,MG,GUIDOVAL,12,104,0
18338,MG,GUIDOVAL,13,2975,3099
18339,MG,GUIDOVAL,14,2,0
18340,MG,GUIDOVAL,15,144,0
18341,MG,GUIDOVAL,16,2,0
18342,MG,GUIDOVAL,21,1,0
18343,MG,GUIDOVAL,22,1704,2009
18344,MG,GUIDOVAL,27,0,0
18345,MG,GUIDOVAL,30,43,0
18346,MG,GUIDOVAL,44,26,0
18347,MG,GUIDOVAL,80,0,0
18348,MG,GUIMARÂNIA,12,72,0
18349,MG,GUIMARÂNIA,13,2281,2396
18350,MG,GUIMARÂNIA,14,5,0
18351,MG,GUIMARÂNIA,15,273,0
18352,MG,GUIMARÂNIA,16,0,0
18353,MG,GUIMARÂNIA,21,0,0
18354,MG,GUIMARÂNIA,22,2382,2856
18355,MG,GUIMARÂNIA,27,3,0
18356,MG,GUIMARÂNIA,30,28,0
18357,MG,GUIMARÂNIA,44,12,0
18358,MG,GUIMARÂNIA,80,2,0
18359,MG,GUIRICEMA,12,111,0
18360,MG,GUIRICEMA,13,3398,3640
18361,MG,GUIRICEMA,14,4,0
18362,MG,GUIRICEMA,15,158,0
18363,MG,GUIRICEMA,16,3,0
18364,MG,GUIRICEMA,21,1,0
18365,MG,GUIRICEMA,22,1837,2162
18366,MG,GUIRICEMA,27,0,0
18367,MG,GUIRICEMA,30,36,0
18368,MG,GUIRICEMA,44,13,0
18369,MG,GUIRICEMA,80,1,0
18370,MG,GURINHATÃ,12,51,0
18371,MG,GURINHATÃ,13,1683,1749
18372,MG,GURINHATÃ,14,1,0
18373,MG,GURINHATÃ,15,157,0
18374,MG,GURINHATÃ,16,0,0
18375,MG,GURINHATÃ,21,0,0
18376,MG,GURINHATÃ,22,1620,1834
18377,MG,GURINHATÃ,27,0,0
18378,MG,GURINHATÃ,30,16,0
18379,MG,GURINHATÃ,44,4,0
18380,MG,GURINHATÃ,80,1,0
18381,MG,HELIODORA,12,100,0
18382,MG,HELIODORA,13,2078,2220
18383,MG,HELIODORA,14,4,0
18384,MG,HELIODORA,15,259,0
18385,MG,HELIODORA,16,1,0
18386,MG,HELIODORA,21,1,0
18387,MG,HELIODORA,22,1481,1867
18388,MG,HELIODORA,27,2,0
18389,MG,HELIODORA,30,32,0
18390,MG,HELIODORA,44,20,0
18391,MG,HELIODORA,80,2,0
18392,MG,IAPU,12,80,0
18393,MG,IAPU,13,2817,2923
18394,MG,IAPU,14,6,0
18395,MG,IAPU,15,118,0
18396,MG,IAPU,16,1,0
18397,MG,IAPU,21,2,0
18398,MG,IAPU,22,2883,3242
18399,MG,IAPU,27,0,0
18400,MG,IAPU,30,32,0
18401,MG,IAPU,44,11,0
18402,MG,IAPU,80,3,0
18403,MG,IBERTIOGA,12,53,0
18404,MG,IBERTIOGA,13,2595,2794
18405,MG,IBERTIOGA,14,2,0
18406,MG,IBERTIOGA,15,137,0
18407,MG,IBERTIOGA,16,2,0
18408,MG,IBERTIOGA,21,5,0
18409,MG,IBERTIOGA,22,869,1092
18410,MG,IBERTIOGA,27,0,0
18411,MG,IBERTIOGA,30,20,0
18412,MG,IBERTIOGA,44,13,0
18413,MG,IBERTIOGA,80,0,0
18414,MG,IBIAÍ,12,82,0
18415,MG,IBIAÍ,13,3233,3327
18416,MG,IBIAÍ,14,0,0
18417,MG,IBIAÍ,15,95,0
18418,MG,IBIAÍ,16,0,0
18419,MG,IBIAÍ,21,0,0
18420,MG,IBIAÍ,22,862,1036
18421,MG,IBIAÍ,27,0,0
18422,MG,IBIAÍ,30,15,0
18423,MG,IBIAÍ,44,9,0
18424,MG,IBIAÍ,80,3,0
18425,MG,IBIRACATU,12,55,0
18426,MG,IBIRACATU,13,2916,2913
18427,MG,IBIRACATU,14,2,0
18428,MG,IBIRACATU,15,102,0
18429,MG,IBIRACATU,16,1,0
18430,MG,IBIRACATU,21,0,0
18431,MG,IBIRACATU,22,710,829
18432,MG,IBIRACATU,27,0,0
18433,MG,IBIRACATU,30,16,0
18434,MG,IBIRACATU,44,10,0
18435,MG,IBIRACATU,80,0,0
18436,MG,IBIRACI,12,100,0
18437,MG,IBIRACI,13,2836,2985
18438,MG,IBIRACI,14,6,0
18439,MG,IBIRACI,15,198,0
18440,MG,IBIRACI,16,4,0
18441,MG,IBIRACI,21,1,0
18442,MG,IBIRACI,22,3637,4105
18443,MG,IBIRACI,27,1,0
18444,MG,IBIRACI,30,34,0
18445,MG,IBIRACI,44,15,0
18446,MG,IBIRACI,80,0,0
18447,MG,IBIRITÉ,12,2605,0
18448,MG,IBIRITÉ,13,46074,48879
18449,MG,IBIRITÉ,14,53,0
18450,MG,IBIRITÉ,15,4171,0
18451,MG,IBIRITÉ,16,28,0
18452,MG,IBIRITÉ,21,28,0
18453,MG,IBIRITÉ,22,41359,49261
18454,MG,IBIRITÉ,27,18,0
18455,MG,IBIRITÉ,30,696,0
18456,MG,IBIRITÉ,44,601,0
18457,MG,IBIRITÉ,80,87,0
18458,MG,IBITIÚRA DE MINAS,12,31,0
18459,MG,IBITIÚRA DE MINAS,13,711,747
18460,MG,IBITIÚRA DE MINAS,14,4,0
18461,MG,IBITIÚRA DE MINAS,15,78,0
18462,MG,IBITIÚRA DE MINAS,16,1,0
18463,MG,IBITIÚRA DE MINAS,21,0,0
18464,MG,IBITIÚRA DE MINAS,22,1649,1885
18465,MG,IBITIÚRA DE MINAS,27,0,0
18466,MG,IBITIÚRA DE MINAS,30,33,0
18467,MG,IBITIÚRA DE MINAS,44,10,0
18468,MG,IBITIÚRA DE MINAS,80,0,0
18469,MG,IBITURUNA,12,38,0
18470,MG,IBITURUNA,13,949,1015
18471,MG,IBITURUNA,14,1,0
18472,MG,IBITURUNA,15,101,0
18473,MG,IBITURUNA,16,0,0
18474,MG,IBITURUNA,21,0,0
18475,MG,IBITURUNA,22,784,943
18476,MG,IBITURUNA,27,0,0
18477,MG,IBITURUNA,30,21,0
18478,MG,IBITURUNA,44,9,0
18479,MG,IBITURUNA,80,1,0
18480,MG,IBIÁ,12,200,0
18481,MG,IBIÁ,13,6019,6284
18482,MG,IBIÁ,14,5,0
18483,MG,IBIÁ,15,412,0
18484,MG,IBIÁ,16,0,0
18485,MG,IBIÁ,21,2,0
18486,MG,IBIÁ,22,5317,6265
18487,MG,IBIÁ,27,1,0
18488,MG,IBIÁ,30,91,0
18489,MG,IBIÁ,44,42,0
18490,MG,IBIÁ,80,5,0
18491,MG,ICARAÍ DE MINAS,12,113,0
18492,MG,ICARAÍ DE MINAS,13,4313,4406
18493,MG,ICARAÍ DE MINAS,14,0,0
18494,MG,ICARAÍ DE MINAS,15,89,0
18495,MG,ICARAÍ DE MINAS,16,0,0
18496,MG,ICARAÍ DE MINAS,21,1,0
18497,MG,ICARAÍ DE MINAS,22,1505,1744
18498,MG,ICARAÍ DE MINAS,27,2,0
18499,MG,ICARAÍ DE MINAS,30,19,0
18500,MG,ICARAÍ DE MINAS,44,2,0
18501,MG,ICARAÍ DE MINAS,80,0,0
18502,MG,IGARAPÉ,12,622,0
18503,MG,IGARAPÉ,13,10933,11642
18504,MG,IGARAPÉ,14,15,0
18505,MG,IGARAPÉ,15,1074,0
18506,MG,IGARAPÉ,16,1,0
18507,MG,IGARAPÉ,21,6,0
18508,MG,IGARAPÉ,22,10839,12752
18509,MG,IGARAPÉ,27,3,0
18510,MG,IGARAPÉ,30,189,0
18511,MG,IGARAPÉ,44,135,0
18512,MG,IGARAPÉ,80,8,0
18513,MG,IGARATINGA,12,88,0
18514,MG,IGARATINGA,13,2678,2763
18515,MG,IGARATINGA,14,1,0
18516,MG,IGARATINGA,15,209,0
18517,MG,IGARATINGA,16,1,0
18518,MG,IGARATINGA,21,5,0
18519,MG,IGARATINGA,22,3191,3651
18520,MG,IGARATINGA,27,0,0
18521,MG,IGARATINGA,30,46,0
18522,MG,IGARATINGA,44,13,0
18523,MG,IGARATINGA,80,1,0
18524,MG,IGUATAMA,12,64,0
18525,MG,IGUATAMA,13,2573,2685
18526,MG,IGUATAMA,14,3,0
18527,MG,IGUATAMA,15,160,0
18528,MG,IGUATAMA,16,0,0
18529,MG,IGUATAMA,21,0,0
18530,MG,IGUATAMA,22,1932,2275
